name,casrn,congener_number,category,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,iupac_name,x_log_p,exact_mass,monoisotopic_mass,tpsa,h_bond_donor_count,h_bond_acceptor_count,volume3d
"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",35694-08-7,194,Congener,37251,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",8.6,429.760571,425.766472,0,0,0,243.7
"2,2',3,3',4,4',5,6-Octachlorobiphenyl",52663-78-2,195,Congener,40485,C12H2Cl8,429.8,C1=CC(=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,4-trichlorophenyl)benzene",8.2,429.760571,425.766472,0,0,0,242.9
"2,2',3,3',4,4',5,6'-Octachlorobiphenyl",42740-50-1,196,Congener,39253,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene",8.2,429.760571,425.766472,0,0,0,243.3
"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",33091-17-7,197,Congener,36327,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3,4,6-tetrachlorophenyl)benzene",8,429.760571,425.766472,0,0,0,243
"2,2',3,3',4,5,5',6-Octachlorobiphenyl",68194-17-2,198,Congener,50103,C12H2Cl8,429.8,C1=C(C=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,5-trichlorophenyl)benzene",8.1,429.760571,425.766472,0,0,0,244.3
"2,2',3,3',4,5,5',6'-Octachlorobiphenyl",52663-75-9,199,Congener,40482,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,5,6-tetrachlorophenyl)benzene",8.2,429.760571,425.766472,0,0,0,244.5
"2,2',3,3',4,5,6,6'-Octachlorobiphenyl",52663-73-7,200,Congener,40480,C12H2Cl8,429.8,C1=CC(=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,6-trichlorophenyl)benzene",8.4,429.760571,425.766472,0,0,0,243.7
"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",40186-71-8,201,Congener,38410,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3,5,6-tetrachlorophenyl)benzene",7.7,429.760571,425.766472,0,0,0,244.1
"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",2136-99-4,202,Congener,16495,C12H2Cl8,429.8,C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,3,5,6-tetrachlorophenyl)benzene",7.7,429.760571,425.766472,0,0,0,245.3
"2,2',3,4,4',5,5',6-Octachlorobiphenyl",52663-76-0,203,Congener,40483,C12H2Cl8,429.8,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,4,5-trichlorophenyl)benzene",8.1,429.760571,425.766472,0,0,0,243.3
"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",74472-52-9,204,Congener,91721,C12H2Cl8,429.8,C1=C(C=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,4,6-trichlorophenyl)benzene",7.5,429.760571,425.766472,0,0,0,242.9
"2,3,3',4,4',5,5',6-Octachlorobiphenyl",74472-53-0,205,Congener,91722,C12H2Cl8,429.8,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(3,4,5-trichlorophenyl)benzene",8.5,429.760571,425.766472,0,0,0,243.6
"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",40186-72-9,206,Congener,38411,C12HCl9,464.2,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",8.8,463.721599,459.727499,0,0,0,257.6
"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",52663-79-3,207,Congener,91648,C12HCl9,464.2,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene",8.2,463.721599,459.727499,0,0,0,257.3
"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",52663-77-1,208,Congener,40484,C12HCl9,464.2,C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene",8.2,463.721599,459.727499,0,0,0,258.4
Decachlorobiphenyl,2051-24-3,209,Congener,16318,C12Cl10,498.6,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene",8.3,497.682627,493.688527,0,0,0,271.5
